date,startup,vertical,subvertical,city,investor,round,Amount_in_Cr
10/6/2015,Burger Singh,QSR & Online delivery portal,Unknown,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.2
10/6/2015,Welcome Cure,Online Homeopathy Clinic,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,50.4
10/7/2015,SchoolGuru,E-Learning Service Provider,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,25.2
10/7/2015,GoJavas,Delivery & Logistics Service provider,Unknown,Gurgaon,Snapdeal,Private Equity,168
10/8/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Unknown,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,16.8
10/8/2015,Cube26,Gesture based Mobile Development,Unknown,New Delhi,"Tiger Global Management, Flipkart",Private Equity,64.68
10/8/2015,Grabhouse,Rental Accommodation Search platform,Unknown,Bangalore,Sequoia and Kalaari Capital.,Private Equity,84
10/8/2015,Quifers,Logistics Tech Platform,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.604
10/9/2015,Stockroom.io,Developer Portfolio Showcase platform,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,0.588
10/9/2015,Cloud Lending,End-to-End Lending platform,Unknown,Bangalore / San Mateo,SF Capital Group,Private Equity,67.2
10/9/2015,Inayo,on-demand healthcare marketplace,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.52
10/9/2015,Kulzy,Advertising & Marketing Community Networking platform,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.4
10/9/2015,Zeppery,Food Ordering & Delivery App,Unknown,New Delhi,Suyash Sharma,Seed Funding,0.6468
10/12/2015,Zify,Ride Sharing platform,Unknown,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.596
10/12/2015,Gridle,Cloud Based Collaboration platform,Unknown,Ahmedabad,LetsVenture,Seed Funding,0.84
10/13/2015,Voodoo,Mobile Only Shopping Assistant,Unknown,New Delhi,SAIF Partners,Seed Funding,8.4
10/13/2015,Lookup,Mobile Messaging Assistant App,Unknown,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,21
10/14/2015,AskMyGift,Personalized Wish List creator app,Unknown,Noida,Turning Ideas,Seed Funding,0.42
10/14/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Unknown,Gurgaon,Undisclosed Investors,Seed Funding,0.6468
10/17/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Unknown,Mumbai,Parampara Capital,Private Equity,8.4
10/19/2015,Citrus Payment,Payments Solution platform,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,210
10/19/2015,Holidify,Travel Destination Discovery platform,Unknown,New Delhi,Aarti Group,Seed Funding,0.84
10/20/2015,Opinio,Last Mile Delivery Service,Unknown,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,58.8
10/20/2015,Attune Technologies,Healthcare IT Solutions & services,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,84
10/21/2015,AgentDesks,Real Estate Mobile CRM,Unknown,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.78
10/21/2015,White Owl Brewery,Micro-Brewery,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.852
10/21/2015,MealHopper,Home Made Food Marketplace,Unknown,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.84
10/21/2015,Zenify.in,residential rental management platform,Unknown,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.376
10/23/2015,Medd,Personal Diagnostic Mobile App,Unknown,Mumbai,Group of Angel investors,Seed Funding,1.26
10/23/2015,Leaping Caravan,Online food ordering & Delivery service,Unknown,Gurgaon,Group of Angel investors,Seed Funding,1.26
10/23/2015,Frsh,Online food ordering & Delivery service,Unknown,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.4
10/23/2015,Qik Stay,Hotel Aggregator & booking platform,Unknown,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.1
10/26/2015,Parcelled,Online Logistics Platform,Unknown,Bangalore,Delhivery,Private Equity,42
10/26/2015,AlmaMapper,Online Student & Campus Social Networking platform,Unknown,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.36
10/26/2015,Flexing It,Professionals & Project Search Marketplace,Unknown,New Delhi,undisclosed private investors,Seed Funding,4.2
10/26/2015,Netmeds.com,Online Pharmacy,Unknown,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,420
10/26/2015,Razorpay,Online Payment Gateway,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,75.6
10/27/2015,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,Unknown,Mumbai,Unnamed investor,Seed Funding,0.6468
10/27/2015,Care24,Professional Health Services Platform,Unknown,Mumbai,India Quotient,Seed Funding,2.94
10/27/2015,Roadrunnr,Hyperlocal Logistics Service,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,84
10/28/2015,ORIGA Leasing,Asset Financing platform,Unknown,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.24
10/28/2015,Smartivity.in,Virtual Reality activity based learning platform,Unknown,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.68
10/29/2015,ZopHop,Public Commute helper App,Unknown,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.78
10/30/2015,LiftO,Ridesharing Mobile app,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.092
10/30/2015,TinyOwl,Food Discovery & Delivery Mobile app,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,63
10/30/2015,Toppr.com,Competitive exam learning platform,Unknown,Mumbai,InnoVen Capital,Private Equity,16.8
10/30/2015,Kleeto,Document Digitization platform,Unknown,Gurgaon,GREX,Seed Funding,1.932
10/30/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,Unknown,Mumbai,Puneet Bhatia & others,Seed Funding,0.672
10/31/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,Unknown,Chandigarh,Paytm,Private Equity,84
9/1/2015,TOFlo,FinTech Startup Incubation platform,Unknown,Mumbai,Tania Johny Palathinkal,Seed Funding,0.84
9/1/2015,Stylecracker,Personalized Styling platform,Unknown,Mumbai,Group of HNI investors,Private Equity,8.4
9/1/2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Unknown,Gurgaon,Reliance Capital,Private Equity,7.56
9/2/2015,Zivame,Online Lingerie Marketplace,Unknown,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,336
9/2/2015,Capillary Tech,Cloud software solutions,Unknown,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,378
9/3/2015,Jobspire,Job Search Platform,Unknown,Bangalore,Purvi Capital,Seed Funding,2.184
9/3/2015,Vistaar Finance,Small Business Financing (NBFC),Unknown,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,336
9/4/2015,Clapsnslaps,Online Movie Review Platform,Unknown,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.26
9/4/2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Unknown,Mumbai,Ashish Jhalani,Seed Funding,0.84
9/4/2015,RoomCentral,Cloud-based Hotel Booking Platform,Unknown,Bangalore,Karanpal Singh,Seed Funding,16.8
9/7/2015,YouthKiAwaaz,Community Driven News/Views Platform,Unknown,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,5.04
9/7/2015,Prozo,Study Material Marketplace,Unknown,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.722
9/7/2015,Zomato,Restaurant Ratings & Reviews platform,Unknown,Gurgaon,"Temasek, Vy Capital",Private Equity,504
9/7/2015,Sahayog Dairy,Dairy Based Product Manufacturer,Unknown,Bhopal,Acumen Fund,Private Equity,15.12
9/8/2015,MockBank,Government Test Preparation platform,Unknown,Bangalore,Blume Ventures,Seed Funding,3.36
9/10/2015,OnlineTyari,Multilingual Test Preparation Platform,Unknown,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.468
9/10/2015,IndustryBuying,Industrial Tools Marketplace,Unknown,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,77.28
9/10/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Unknown,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.646
9/11/2015,FitMeIn,Gym & Fitness Studios Subscription platform,Unknown,New Delhi,Green House Ventures,Seed Funding,0.84
9/11/2015,Zapyle,pre-used apparel shopping mobile app,Unknown,Bangalore,Undisclosed,Seed Funding,8.4
9/12/2015,CredR,Used Vehicles Marketplace,Unknown,Mumbai,Eight Road Ventures,Private Equity,126
9/14/2015,CanvasFlip,Mobile App testing platform,Unknown,Hyderabad,Bessemer Venture Partners,Seed Funding,10.08
9/14/2015,Shadowfax,Hyperlocal Delivery Services,Unknown,Gurgaon,Eight Roads Ventures,Private Equity,75.6
9/14/2015,UE Life Sciences,Early Cancer Detection Solutions,Unknown,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,25.2
9/14/2015,Ola Cabs,Cab rental Mobile app,Unknown,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1890
9/15/2015,Coverfox,Online Insurance Distribution Platform,Unknown,Mumbai,Cataraman Ventures,Private Equity,16.8
9/15/2015,MoEngage,Mobile Marketing Automation Platform,Unknown,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.7
9/15/2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Unknown,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.4
9/15/2015,Room on Call,Branded Budget Hotel Marketplace,Unknown,Noida,Payal Syal,Seed Funding,2.52
9/16/2015,ChaiPoint,Food Subscription platform,Unknown,Bangalore,Eight Roads Ventures,Private Equity,84
9/16/2015,WedmeGood.com,Wedding Planning Platform,Unknown,Gurgaon,Indian Angel Network,Seed Funding,3.444
9/16/2015,XSTOK,B2B Mobile Auction Marketplace,Unknown,Mumbai,Oliphans Capital,Seed Funding,3.78
9/17/2015,YepMe,Private label Fashion eTailer,Unknown,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,630
9/17/2015,Bueno,Online Food ordering & delivery,Unknown,Gurgaon,High Networth Individuals (No details),Seed Funding,5.04
9/18/2015,Plabro,Real Estate Broker Platform App,Unknown,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.94
9/18/2015,CureJoy,Online Health & Wellness platform,Unknown,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.66
9/18/2015,Briston Technomach,Internet of Things platform,Unknown,New Delhi,Undisclosed,Seed Funding,1.26
9/18/2015,LabStreet,Diagnostic Labs aggregator platform,Unknown,Gurgaon,Multiple investors,Seed Funding,1.26
9/21/2015,Portea Medical,Home Medical Care Services,Unknown,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,315
9/21/2015,Neotrade Analytics,Real-Time stock data platform,Unknown,Bangalore,Rainmatter,Seed Funding,1.974
9/21/2015,LafaLafa,coupons and cashback aggregator app,Unknown,Mumbai,500 Startups,Seed Funding,1.05
9/22/2015,Bestdealfinance,Financial Services Portal,Unknown,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,25.2
9/22/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Unknown,Bangalore,Swarnim Multiventures,Private Equity,6.72
9/22/2015,Furdo,Online Interior Designing platform,Unknown,Bangalore,Bhavdeep Reddy,Seed Funding,3.36
9/22/2015,LogiNext,End-to-end Logistics platform,Unknown,Mumbai,Paytm,Private Equity,84
9/22/2015,Korra,Private Label Apparel sales,Unknown,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.52
9/23/2015,SilverPush,Cross-device retargeting platform,Unknown,Gurgaon / SFO,M&S Partners,Private Equity,10.08
9/23/2015,Juggernaut,Digital & Physical Publishing platform,Unknown,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.9
9/23/2015,InnerChef,Food Delivery Platform,Unknown,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.7
9/24/2015,Quintype,Data Driven Publishing platform,Unknown,Bangalore,Raghav Bahl,Private Equity,27.72
9/24/2015,Capabiliti,Employee OnBoarding & Orientation platform,Unknown,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.36
9/24/2015,Fourth Partner Energy,Solar Power Solutions company,Unknown,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.8
9/24/2015,Licious,Online Meat Ordering platform,Unknown,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.4
9/28/2015,Ola Cabs,Cab Booking app platform,Unknown,Bangalore,Didi Kuaidi,Private Equity,252
9/29/2015,Paytm,E-Commerce & M-Commerce platform,Unknown,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5712
9/29/2015,Inmobi,Mobile Advertising platform,Unknown,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,840
9/29/2015,Peppertap,Hyperlocal Grocery Delivery,Unknown,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,302.4
9/29/2015,Zakoopi,Fashion Discovery platform,Unknown,New Delhi,Uniqorn Ventures,Seed Funding,2.94
9/30/2015,Infoworks,Big Data Management Platform,Unknown,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,42
9/30/2015,RedDoorz,Budget Accommodation Platform,Unknown,Noida,Jungle Ventures,Seed Funding,8.4
9/30/2015,Eywa Media,Digital Signal processing platform,Unknown,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.4
8/1/2015,Snapdeal,Ecommerce Marketplace,Unknown,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4200
8/1/2015,Ressy,Restaurant Discount app,Unknown,Pune,Mohandas Pai & others,Seed Funding,3.36
8/3/2015,Connect India,ECommerce Logistics provider,Unknown,New Delhi,Aavishkaar,Private Equity,42
8/3/2015,Oyorooms,Budget Hotel accommodation brand,Unknown,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,840
8/3/2015,Wizrocket,User Engagment & Analytics platform,Unknown,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,80.64
8/4/2015,Pickingo,On-Demand Delivery Logistics,Unknown,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,10.92
8/5/2015,Grex,fund raising platform for startups,Unknown,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.46
8/5/2015,LetsTransport,Logistics Tech Platform,Unknown,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,10.92
8/5/2015,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,252
8/5/2015,Doormint,Hyperlocal Handyman services,Unknown,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,25.2
8/5/2015,NightStay,hotel booking app,Unknown,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.2
8/5/2015,Sunday Realty Solutions,Tech Platform for property brokers,Unknown,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.594
8/6/2015,Appvigil,App security\\xc2\\xa0 testing platform,Unknown,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.2
8/6/2015,practo,Doctor Appointment booking app,Unknown,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,756
8/6/2015,Ketto,Crowd funding platform,Unknown,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,5.88
8/6/2015,Ezetap,Mobile based PoS solution,Unknown,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,210
8/7/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Unknown,Gurgaon,YouWeCan Ventures,Seed Funding,5.292
8/7/2015,EasyRewardz,Loyalty Programs & Reward Points,Unknown,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.2
8/10/2015,MyTaxiIndia,Taxi Rental platform,Unknown,Gurgaon,"Nihon Kotsu,",Private Equity,4.2
8/10/2015,eSadar,ecommerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.672
8/10/2015,MyPoolin,mobile social network,Unknown,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.1
8/10/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,134.4
8/10/2015,Inkmonk,Online printing marketplace,Unknown,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.1
8/10/2015,ToneTag,mobile payment software platform,Unknown,Bangalore,Reliance Capital Venture,Private Equity,8.4
8/10/2015,Grey Orange,Automated Storage & Warehousing Solution,Unknown,Gurgaon,Tiger Global Management,Private Equity,252
8/11/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,Unknown,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,67.2
8/11/2015,WOW! MOMO,Quick Service Restaurant Chain,Unknown,Kolkata,Indian Angel Network,Seed Funding,13.44
8/11/2015,RainCan,Subscription based Online Grocery platform,Unknown,Pune,Ajeet Khurana & Others,Seed Funding,0.84
8/11/2015,Allygrow Technologies,engineering services company,Unknown,Mumbai,Zodius Technology Fund,Private Equity,168
8/11/2015,Infogain,Business and IT consulting,Unknown,New Delhi / US,ChrysCapital,Private Equity,529.2
8/12/2015,OneAssist,Credit Card Fraud protection solutions,Unknown,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,63
8/12/2015,BigBasket,Online & mobile Grocery store,Unknown,Bangalore,Bessemer Venture Partners,Private Equity,420
8/12/2015,Sheroes,Career Community for Women,Unknown,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.468
8/12/2015,Scripbox,Mutual Fund Investing platform,Unknown,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,21
8/13/2015,etaout,Ecommerce Marketing Software Platform,Unknown,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.2
8/13/2015,IFMR Holdings,Financial Inclusion platform,Unknown,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,210
8/13/2015,Agrostar,Mobile Commerce for Farmers,Unknown,Pune,IDG Ventures,Private Equity,33.6
8/14/2015,VoxWeb,Picture based Social App,Unknown,Mumbai,Jitendra Gupta & others,Seed Funding,0.84
8/14/2015,Trukky,Logistics service platform,Unknown,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.058
8/17/2015,Edu4Share,Exam Preparation Platform,Unknown,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.848
8/17/2015,Sampurnearth,Waste Management Solutions,Unknown,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.344
8/17/2015,ShadowFax,on-demand delivery service,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.604
8/18/2015,Roposo,Fashion Discovery platform,Unknown,Gurgaon,Tiger Global,Private Equity,126
8/18/2015,IntelligenceNODE,Data Analytics Platform,Unknown,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,35.28
8/18/2015,HyperVerge,Deep Learning Cloud Algorithms,Unknown,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.4
8/18/2015,Zoojoo.be,Corporate Wellness App,Unknown,Bangalore,RoundGlass Partners,Private Equity,8.4
8/19/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Unknown,Mumbai,Unilazer Ventures,Private Equity,20.16
8/19/2015,MebelKart,Online Furniture Marketplace,Unknown,Bangalore,AskMe,Private Equity,168
8/20/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,Unknown,New Delhi,Group of Angel Investors,Seed Funding,1.3104
8/20/2015,Flatpebble,Online marketplace for Photographers,Unknown,Hyderabad,Indian Angel Network,Seed Funding,5.04
8/20/2015,Bluegape.com,Visual Blogging platform,Unknown,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.04
8/21/2015,ePoise,Job Search Platform,Unknown,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.2
8/24/2015,Jolly Food Fellow,Food Customer analytics platform,Unknown,Ahmedabad,The 1947,Seed Funding,2.52
8/24/2015,BookMeIn,Professional Service Appointment booking service,Unknown,Mumbai,Ajmera Group of Companies,Seed Funding,3.36
8/25/2015,Qyk App,On-Demand App based Professional service provider,Unknown,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.4
8/25/2015,EazyDiner,Restaurant Reservation Platform,Unknown,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.2
8/25/2015,RevX,Cross-channel CRM platform,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,33.6
8/25/2015,ICustomMadeIt,Professional Custom creators Marketplace,Unknown,Pune,Group of Angel Investors,Seed Funding,2.1
8/26/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Unknown,New Delhi,GHV Accelerator,Seed Funding,0.84
8/26/2015,Belita,On-Demand Beauty Service,Unknown,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.36
8/26/2015,FoodTalkIndia,Online Food Community Platform,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,4.2
8/28/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bangalore,Rocket Internet,Private Equity,16.8
8/28/2015,RollMafia,QSR Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,1.344
8/31/2015,DropKaffe,Online Coffee Delivery platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.52
8/31/2015,Reverie,Language Localization Cloud platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.6
7/1/2015,Cloudcherry Analytics,CRM / Analytics platform,Unknown,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.4
,HandyHome,Hyperlocal Electronics repair Service,Unknown,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.292
7/1/2015,NxtGen,IT infrastructure & Data Center services,Unknown,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,113.4
7/2/2015,BankBazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,504
7/2/2015,Gozoomo,Used Car Marketplace,Unknown,Bangalore,SAIF Partners,Private Equity,42
7/2/2015,Zenatix,Internet of Things platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.3524
7/3/2015,CultureAlley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,54.6
7/3/2015,Gingercrush,Custom Merchandize platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.4
7/4/2015,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.318
7/6/2015,Paper Boat,Ethnic Beverages manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,252
7/7/2015,Wudstay,Budget Accommodation aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,25.2
7/7/2015,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,DMG information Asia Pacific,Private Equity,42
7/8/2015,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,840
7/8/2015,Flytxt,Big Data & Analytics platform,Unknown,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,92.4
7/8/2015,Axtria,Big Data & Analytics platform,Unknown,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,252
7/8/2015,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,0.168
7/8/2015,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,3.948
7/8/2015,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,63
7/8/2015,Lendingkart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,84
7/8/2015,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,85.68
7/8/2015,Zoomcar,Self-driven vehicle rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,92.4
7/14/2015,MySmartPrice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,84
7/14/2015,Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.52
7/14/2015,HackerRank,Tech Recruitment platform,Unknown,Bangalore,HR Technology fund,Private Equity,63
7/14/2015,WickedRide,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,6.636
7/14/2015,WoWexpress,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,4.2
7/15/2015,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,840
7/15/2015,Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,19.32
7/15/2015,Roadrunnr,Hyper local logistics platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,92.4
7/16/2015,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.88
7/17/2015,QuikWallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.44
7/17/2015,Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.84
